no,name,category,description,member_count,day,period,room,3d_modeling,AI,STEM,academic,academic_support,aerospace,algorithms,animal_welfare,anime,anthropology,astronomy,badminton,baseball,basketball,billiards,biology,board_games,business,charity,cheerleading,chemistry,chinese_culture,climbing,coffee,community_service,competition,computer_science,craftsmanship,creative_arts,culture,cybersecurity,cycling,dance,data_science,debate,design,dodgeball,drones,economics,engineering,entrepreneurship,environment,equestrian,experiments,fashion,fencing,figure_skating,film,finance,fitness,food,football,forensic_science,frisbee,game_development,gaming,gender_studies,geography,geology,golf,hands_on,health,history,hobbies,humanities,investment,journalism,language_learning,law,linguistics,literature,machine_learning,magic,mahjong,martial_arts,math,media,medicine,mental_health,meteorology,motorsport,music,nutrition,outdoor_sports,peer_support,performing_arts,personal_growth,philosophy,photography,physics,pickleball,politics,programming,psychology,racquet_sports,rc_racing,religion,research,rhythm_games,robotics,rowing,running,scuba_diving,skiing,social_sciences,speedcubing,sports,strategy,swimming,table_tennis,tcg,tchoukball,teaching,team_sports,technology,tennis,theater,visual_arts,voice_acting,volleyball,volunteer,water_sports,web_development,wellness,winter_sports,writing,yoga
91,Machine Learning and Artificial Intelligence Club (MLxAI),ACADEMIC Mathematics and computer sciences,"SCIE ML×AI is a hands-on AI and data science ECA open to students with or without prior machine-learning experience. It develops members through three connected areas: Data Science, using Kaggle competitions to learn data analysis, validation, modelling and submission; AI Olympiads, using NOAI/IOAI-style problems to build deep-learning intuition and problem-solving insight; and Agentic Engineering, using prompts(a.k.a Agentic Skills), coding agents and multi-agent systems to implement AI models efficiently. No prior experience with coding is required as members will not copy code line by line. AI tools handle much of the implementation, while students define tasks, run experiments, evaluate results and decide how to improve their models. Seven guided sessions establish shared foundations in agent setup, tabular modelling, NLP, computer vision, Transformers and multimodal learning. The ECA then continues as a collaborative problem-solving lab using real datasets and competition tasks. Members may work independently or in teams, prepare competition submissions and present their methods, results and lessons to the school community.",1,tuesday,period11,B433,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,Magicians' Awake in SCIE,SOCIAL Interests and hobbies,"Seen magic on the streets and wondered how they did it? Wanted to learn magic but never had a chance? Don't know how to practise magic? Join Magicians' Awake in SCIE now and experience the full-on magic tutorial! From simple card tricks to advanced mind manipulation, we've got it all!",1,thursday,period11,A408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,Mania Aviators,SOCIAL Interests and hobbies,"Mania Aviators aim to provide a platform in SCIE for discussions about aviation, promoting this small industry by revealing the secretes beneath. The group of specialists in the ECA gives lectures to members which cover all major careers in the industry, exploring possible personalised career paths for members at the same time. Nonetheless, the ECA also welcomes members to teach classes regarding fields of their interest.",9,thursday,period13,A220,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
94,Math & Computer Science Club,ACADEMIC Mathematics and computer sciences,"Math & Computer Science Club focuses on algorithms, programming, and mathematical thinking beyond the school curriculum. Members will explore classic algorithms, data structures, computational problems, and their mathematical foundations through explanations, coding, and group discussion. The club is open to students with different levels of programming experience.",1,wednesday,lunchtime,A201,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,Math Odyssey,ACADEMIC Mathematics and computer sciences,"Math Odyssey focus on math competition tutoring and discussion. Our ECA is devoted to creating a professional and adaptable environment for students who are interested in math and not satified by the school curriculum and students who potentially want to apply math-related major in future. We will systematically teach topics in math contests. Our weekly course introduces Algebra, Combination, Geometry etc and past paper questions from contests. We will focus on some mainstream contests like AMC, AIME, BMO and occasionally included some advanced maths topics such as abstract algebra, and almost anything you want to learn about maths! Except for the weekly lessons, the club will also provide a platform for members to discuss intriguing problems, share creative solutions and find like-minded peers.",1,monday,period11,A409,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,Math and Engineering Teaching Club,ACADEMIC Mathematics and computer sciences,"Math and Engineering Teaching Club intend to deliver high-quality lessons in various subjects such as math, chemistry, physics, computer science and economics to primary school students from school such as Green Oasis School. We will pre-prepare concise teaching syllabus and power point according to the interest of our members and the intention of students. Each week, we will go teaching offline, conduct creative acticities and record our teaching/learning outcome through various ways such as poster, student presentation, debate and etc.",1,friday,period11,A215,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0
97,Math-Physics Exploration,ACADEMIC Mathematics and computer sciences,"Physics–Math Exploration is a student-led academic club for students who would like to explore how mathematical ideas become tools for understanding physical systems. Starting from familiar classroom topics such as motion, forces, waves and energy, each session will begin with a modelling question(near our learning curriculum): What should we represent? Which assumptions are reasonable? What can the mathematics predict, and where does the model stop working? Sessions will combine short explanations(trying with both languages), guided discussion, and one or two carefully chosen problems(for each session). Useful mathematical tools—including vectors, trigonometry, parameterisation, graphs, introductory calculus ideas and data analysis—will be introduced when they become useful, rather than as isolated techniques. The aim is not simply to move ahead through a syllabus, but to develop curiosity, precise reasoning and confidence in turning everyday questions into solvable physical models. Students with different levels of mathematical experience are welcome; optional extension problems and small projects will provide further challenge.",1,monday,period11,A402,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,Mathematical Modeling Club,ACADEMIC Mathematics and computer sciences,"As one of the biggest ECA on campus, this club is dedicated to preparing students for the High School Mathematical Contest in Modeling (HiMCM) by COMAP, a globally recognized academic competition. Our mission is to equip members with advanced mathematical knowledge and skills, extending beyond the classroom, to solve complex real-world problems creatively. The club offers training in mathematical modeling, data analysis, and report writing, enhancing reasoning, teamwork, and innovation. Members will learn from past winners, work with experienced mentors( including alumni), and participate in simulated competitions, all aimed at excelling on an international stage. We actively participate in schools themed week and activities, and have won the ""Most Creative ECA""(2/380+) in 24, and the “Most Popular ECA” in 25, with 2 teams of members won a M prize and 1 team won the F prize in HiMCM, one team won F prize in IMMC.",1,thursday,period12,A414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,Mathematical Structures Society,ACADEMIC Mathematics and computer sciences,"Mathematical Structures Society (MSS) is a student-led mathematics exploration community that aims to help students discover the deeper ideas behind mathematics beyond the standard curriculum. Rather than focusing only on competition training or solving individual problems, MSS encourages students to explore how mathematical ideas are connected through patterns, structures, and logical reasoning. Through workshops, discussions, problem-solving sessions, and student presentations, members will gradually develop the ability to move from concrete problems toward abstract mathematical thinking. The club will introduce accessible topics from areas such as mathematical reasoning, combinatorics, number theory, symmetry, graph theory, cryptography, and introductory abstract algebra. By connecting mathematics with real-world applications, art, technology, and everyday phenomena, MSS hopes to make advanced mathematical thinking approachable for high school students.",1,thursday,period11,A407,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,Mathematical and Physical Society,ACADEMIC Natural sciences,"Our society is a student-run academic group focused on mathematics and physics, operating within our school. The core activity is simple: we invite experienced members—senior students who have a solid grasp of particular topics—to give regular walk-through sessions on standard textbooks, helping fellow students navigate difficult derivations, solve problems step by step, and clarify common misconceptions. Unlike formal lectures, our sessions are interactive and discussion-friendly; attendees are encouraged to interrupt with questions whenever something is unclear. We believe that peer-to-peer explanation, coming from someone who recently struggled with the same material, is often the most accessible bridge between a dense textbook and genuine understanding. Beyond our weekly sessions, we maintain a small public account where we share concise reading notes, worked examples, and occasional popular-science pieces. We might also collaborate with the school's sci-fi club on informal joint meetups in the future, where we pick a scientific idea from a novel or film and walk through how plausible it really is under known physics—just for fun and curiosity. Our society is not about grand ambitions; it is about building a friendly, low-pressure space where students who enjoy math and physics can share what they know, help each other learn, and maybe discover that these two subjects are less intimidating when tackled together.",2,tuesday,period11,B421,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,Mathematics Beyond Problems,ACADEMIC Mathematics and computer sciences,"This is a student-led mathematics ECA focused on understanding mathematics beyond simply applying formulas to solve problems. The main focus will be on Further Mathematics and AS/AL Mathematics, with sessions exploring where mathematical concepts and formulas come from, why they work, and how different ideas are connected. Topics may also be selected according to members’ interests. Sessions will generally include teaching, discussion, problem solving, and mathematical exploration. Active members will also be encouraged to prepare and lead sessions on topics they are interested in.",5,monday,period11,A505,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,Medlink,ACADEMIC Natural sciences,"We are a biomedical extracurricular ECA for exploring the profound intersection of clinical science, ethics, and humanistic care. We delve deeply into common-seen medical cases, from stroke rehabilitation to euthanasia by first grounding each topic in its biological fundamentals. Our top mission is to understand the full spectrum of medicine—from cells to the bedside—while considering its ethical dimensions, and to practice with compassion. Every member collaborates to create in-depth articles and videos that will be posted on our official platforms to raise public awareness and funds for disability charities. Beyond theory, we bridge learning to practice through hospital and hospice shadowing.",1,thursday,period11,A210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,MindBridge,ACADEMIC Social sciences,"MindBridge is a peer-driven forum for students passionate about mental health and clinical science. We explore core topics including psychopathology, evidence-based interventions, diagnostic systems, ethics, and the scientist‑practitioner model. Through interactive case discussions, journal article reviews, role‑play demonstrations, and occasional guest speakers, members gain a realistic preview of clinical psychology training and practice. Our sessions foster critical thinking, cultural humility, and the integration of research with real‑world clinical work. We aim to build a supportive community where curiosity about human behaviour meets rigorous scientific inquiry, helping members prepare for further study or careers in mental health. The ECA values diversity, empathy, and evidence‑based approaches, while also encouraging self‑reflection and personal growth. We welcome anyone interested in understanding psychological distress and healing, regardless of prior background, and we strive to reduce stigma around mental health through open, respectful dialogue.",1,monday,period12,A414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,Mindful Maker Club,SOCIAL Interests and hobbies,"Students will create handmade accessories and use the mandala as a base to create ornaments. We will explore creativity, focus, and self-expression through the art of mandala design. Using drawing, colouring, painting and recycled materials, we will create unique mandala artworks while developing collaborative skills and artistic confidence.",0,monday,lunchtime,A511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
105,Model United Nations (MUN),ACADEMIC Social sciences,"Model United Nations (MUN) at SCIE offers students an engaging platform to explore global affairs, diplomacy, and international relations. Designed as an academic and lecture-based ECA, weekly sessions provide structured guidance on geopolitics, parliamentary procedure inspired by the United Nations, resolution drafting, and effective public speaking. Members gain a comprehensive understanding of how international bodies operate while analyzing real-world global challenges. In addition to weekly instructional sessions, members have the opportunity to represent our school at external MUN conferences, applying their skills in competitive, multi-school debates. Furthermore, club members actively participate in organizing, planning, and hosting our school's annual MUN conference—a major event that fosters leadership, logistics management, and teamwork. Whether you are a beginner looking to build confidence or an experienced delegate aiming to refine your diplomatic skills, this ECA equips you with critical thinking and leadership abilities for the future.",1,tuesday,period11,A414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,Mosaic DIY,SOCIAL Interests and hobbies,"The Mosaic DIY ECA is a hands-on creative arts club where students explore the ancient craft of mosaic-making. We design and assemble colourful patterns and images using tiles, glass, beads, and recycled materials. We also study the cultural history of mosaics across civilisations, linking art with heritage. Our ECA is a safe, inclusive space for experimentation, self-expression, and mindful making.",0,monday,period11,B424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
107,Move Lab,SPORTS,"MOVE Lab is a student-led club focused on sports science, training, and physical performance. The club aims to make scientific knowledge about exercise and the human body accessible and useful to students of all experience levels, from complete beginners to regular athletes. Sessions will focus on explaining the reasoning behind training methods rather than simply giving students routines to follow.",2,thursday,period11,A401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
